id,qdc:qualifieddc,qdc:qualifieddc/dc:title,qdc:qualifieddc/dc:creator,qdc:qualifieddc/dc:subject,qdc:qualifieddc/dc:description,qdc:qualifieddc/dc:date,qdc:qualifieddc/dc:type,qdc:qualifieddc/dc:identifier,qdc:qualifieddc/dc:relation,qdc:qualifieddc/dc:rights,qdc:qualifieddc/dcterms:hasPart,qdc:qualifieddc/dcterms:hasVersion,date
oai:figshare.com:article/7737434,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:09Z
oai:figshare.com:article/7737419,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:08Z
oai:figshare.com:article/7737425,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:08Z
oai:figshare.com:article/7737422,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:08Z
oai:figshare.com:article/7737428,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:08Z
oai:figshare.com:article/7737416,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:08Z
oai:figshare.com:article/7737413,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:08Z
oai:figshare.com:article/7737410,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:07Z
oai:figshare.com:article/7737404,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:06Z
oai:figshare.com:article/7737398,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:06Z
oai:figshare.com:article/7737407,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:06Z
oai:figshare.com:article/7737401,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:06Z
oai:figshare.com:article/7737395,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:06Z
oai:figshare.com:article/7737389,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:05Z
oai:figshare.com:article/7737392,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:05Z
oai:figshare.com:article/7737380,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:03Z
oai:figshare.com:article/7737383,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:03Z
oai:figshare.com:article/7737386,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:03Z
oai:figshare.com:article/7737365,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737371,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737368,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737377,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737374,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737359,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737362,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:02Z
oai:figshare.com:article/7737344,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:01Z
oai:figshare.com:article/7737350,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:01Z
oai:figshare.com:article/7737356,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:01Z
oai:figshare.com:article/7737341,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:01Z
oai:figshare.com:article/7737353,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:01Z
oai:figshare.com:article/7737347,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:01Z
oai:figshare.com:article/7737335,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:00Z
oai:figshare.com:article/7737326,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:00Z
oai:figshare.com:article/7737329,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:00Z
oai:figshare.com:article/7737338,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:00Z
oai:figshare.com:article/7737332,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:00Z
oai:figshare.com:article/7737323,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:36:00Z
oai:figshare.com:article/7737305,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:59Z
oai:figshare.com:article/7737311,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:59Z
oai:figshare.com:article/7737314,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:59Z
oai:figshare.com:article/7737317,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:59Z
oai:figshare.com:article/7737320,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:59Z
oai:figshare.com:article/7737308,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:59Z
oai:figshare.com:article/7737296,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:58Z
oai:figshare.com:article/7737299,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:58Z
oai:figshare.com:article/7737287,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:58Z
oai:figshare.com:article/7737302,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:58Z
oai:figshare.com:article/7737290,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:58Z
oai:figshare.com:article/7737293,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:58Z
oai:figshare.com:article/7737275,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737272,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737281,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737269,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737284,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737278,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737266,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:57Z
oai:figshare.com:article/7737263,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:56Z
oai:figshare.com:article/7737251,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:56Z
oai:figshare.com:article/7737260,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:56Z
oai:figshare.com:article/7737257,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:56Z
oai:figshare.com:article/7737254,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:56Z
oai:figshare.com:article/7737239,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:55Z
oai:figshare.com:article/7737245,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:55Z
oai:figshare.com:article/7737236,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:55Z
oai:figshare.com:article/7737248,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:55Z
oai:figshare.com:article/7737242,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:55Z
oai:figshare.com:article/7737227,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:54Z
oai:figshare.com:article/7737233,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:54Z
oai:figshare.com:article/7737221,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:54Z
oai:figshare.com:article/7737218,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:54Z
oai:figshare.com:article/7737230,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:54Z
oai:figshare.com:article/7737224,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:54Z
oai:figshare.com:article/7737209,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737197,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737200,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737215,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737212,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737203,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737206,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:53Z
oai:figshare.com:article/7737194,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:52Z
oai:figshare.com:article/7737191,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:52Z
oai:figshare.com:article/7737188,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:52Z
oai:figshare.com:article/7737179,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:52Z
oai:figshare.com:article/7737185,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:52Z
oai:figshare.com:article/7737182,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:52Z
oai:figshare.com:article/7737164,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:51Z
oai:figshare.com:article/7737176,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:51Z
oai:figshare.com:article/7737167,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:51Z
oai:figshare.com:article/7737173,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:51Z
oai:figshare.com:article/7737170,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:51Z
oai:figshare.com:article/7737161,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:50Z
oai:figshare.com:article/7737158,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:50Z
oai:figshare.com:article/7737155,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:50Z
oai:figshare.com:article/7737146,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:49Z
oai:figshare.com:article/7737149,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:49Z
oai:figshare.com:article/7737143,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:49Z
oai:figshare.com:article/7737152,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:49Z
oai:figshare.com:article/7737125,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:48Z
oai:figshare.com:article/7737134,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:48Z
oai:figshare.com:article/7737131,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:48Z
oai:figshare.com:article/7737128,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:48Z
oai:figshare.com:article/7737137,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:48Z
oai:figshare.com:article/7737140,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:48Z
oai:figshare.com:article/7737110,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:47Z
oai:figshare.com:article/7737119,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:47Z
oai:figshare.com:article/7737116,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:47Z
oai:figshare.com:article/7737113,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:47Z
oai:figshare.com:article/7737122,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:47Z
oai:figshare.com:article/7737107,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:47Z
oai:figshare.com:article/7737098,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:46Z
oai:figshare.com:article/7737095,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:46Z
oai:figshare.com:article/7737092,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:46Z
oai:figshare.com:article/7737101,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:46Z
oai:figshare.com:article/7737104,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:46Z
oai:figshare.com:article/7737077,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:45Z
oai:figshare.com:article/7737086,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:45Z
oai:figshare.com:article/7737089,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:45Z
oai:figshare.com:article/7737083,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:45Z
oai:figshare.com:article/7737080,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:45Z
oai:figshare.com:article/7737074,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:44Z
oai:figshare.com:article/7737062,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:44Z
oai:figshare.com:article/7737059,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:44Z
oai:figshare.com:article/7737065,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:44Z
oai:figshare.com:article/7737068,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:44Z
oai:figshare.com:article/7737071,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:44Z
oai:figshare.com:article/7737056,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:43Z
oai:figshare.com:article/7737050,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:43Z
oai:figshare.com:article/7737053,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:43Z
oai:figshare.com:article/7738901,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:35:28Z
oai:figshare.com:article/8152901,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:29:10Z
oai:figshare.com:article/8152895,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:27:16Z
oai:figshare.com:article/7728251,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:23:11Z
oai:figshare.com:article/8152889,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:19:26Z
oai:figshare.com:article/8152886,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:19:24Z
oai:figshare.com:article/8152883,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T10:18:42Z
oai:figshare.com:article/8152880,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T10:17:30Z
oai:figshare.com:article/8152877,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T10:16:27Z
oai:figshare.com:article/8152874,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T10:16:26Z
oai:figshare.com:article/7861505,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:11:08Z
oai:figshare.com:article/7861499,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:10:51Z
oai:figshare.com:article/7861493,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:10:35Z
oai:figshare.com:article/7861487,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:10:20Z
oai:figshare.com:article/7861481,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:10:03Z
oai:figshare.com:article/7951853,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:03:04Z
oai:figshare.com:article/8152868,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:01:57Z
oai:figshare.com:article/8152865,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:01:43Z
oai:figshare.com:article/8152862,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:01:38Z
oai:figshare.com:article/8152835,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T10:00:51Z
oai:figshare.com:article/8152850,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:54:38Z
oai:figshare.com:article/7963478,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:53:44Z
oai:figshare.com:article/8152847,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:48:07Z
oai:figshare.com:article/8152841,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:35:20Z
oai:figshare.com:article/8152805,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:34:10Z
oai:figshare.com:article/8152811,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:32:49Z
oai:figshare.com:article/8152751,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:21:24Z
oai:figshare.com:article/8152724,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:20:29Z
oai:figshare.com:article/8152823,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:18:18Z
oai:figshare.com:article/8152820,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:18:17Z
oai:figshare.com:article/8152814,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:15:43Z
oai:figshare.com:article/8152802,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:11Z
oai:figshare.com:article/8152799,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:11Z
oai:figshare.com:article/8152796,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:10Z
oai:figshare.com:article/8152793,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:09Z
oai:figshare.com:article/8152790,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:08Z
oai:figshare.com:article/8152787,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:07Z
oai:figshare.com:article/8152781,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:06Z
oai:figshare.com:article/8152784,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:06Z
oai:figshare.com:article/8152778,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:05Z
oai:figshare.com:article/8152775,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:04Z
oai:figshare.com:article/8152772,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:03Z
oai:figshare.com:article/8152769,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T09:11:02Z
oai:figshare.com:article/8152673,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T09:01:55Z
oai:figshare.com:article/8152757,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:59:19Z
oai:figshare.com:article/8152733,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:45:09Z
oai:figshare.com:article/8152730,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:45:08Z
oai:figshare.com:article/8152664,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:43:13Z
oai:figshare.com:article/8152685,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:41:11Z
oai:figshare.com:article/8152682,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T08:40:15Z
oai:figshare.com:article/8152679,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:40:14Z
oai:figshare.com:article/8152676,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T08:37:13Z
oai:figshare.com:article/8152661,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:24:31Z
oai:figshare.com:article/8124968,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:18:37Z
oai:figshare.com:article/8152607,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T08:01:59Z
oai:figshare.com:article/8152652,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:56:46Z
oai:figshare.com:article/8137871,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:52:22Z
oai:figshare.com:article/8061959,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:41:32Z
oai:figshare.com:article/8061956,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:40:47Z
oai:figshare.com:article/8152649,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:31:33Z
oai:figshare.com:article/8152637,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:21:27Z
oai:figshare.com:article/8152622,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:08:53Z
oai:figshare.com:article/8152619,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:07:15Z
oai:figshare.com:article/8152616,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:05:00Z
oai:figshare.com:article/8152613,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:02:54Z
oai:figshare.com:article/8152610,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T07:01:54Z
oai:figshare.com:article/8152565,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T07:00:27Z
oai:figshare.com:article/8058956,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T06:49:23Z
oai:figshare.com:article/8152574,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T06:49:07Z
oai:figshare.com:article/8152553,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T06:30:38Z
oai:figshare.com:article/8148692,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T06:29:22Z
oai:figshare.com:article/8152556,1,1,1,1,1,1,1,1,1,1,0,1,2019-05-20T06:20:00Z
oai:figshare.com:article/8152532,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T06:16:45Z
oai:figshare.com:article/8152544,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:59:34Z
oai:figshare.com:article/8152541,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:58:54Z
oai:figshare.com:article/8085647,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:21:45Z
oai:figshare.com:article/8085659,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:21:35Z
oai:figshare.com:article/8085674,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:21:25Z
oai:figshare.com:article/8085689,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:21:16Z
oai:figshare.com:article/8152505,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:21:04Z
oai:figshare.com:article/8152502,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:15:24Z
oai:figshare.com:article/8152499,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:13:45Z
oai:figshare.com:article/8152493,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:09:49Z
oai:figshare.com:article/8150846,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150978,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150975,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150942,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150900,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150852,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150840,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150924,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150894,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150912,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150909,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150873,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150843,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150915,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150939,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150921,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150963,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150960,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150927,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150945,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150861,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150864,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150876,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150882,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150969,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150981,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150849,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150855,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150903,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150954,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150933,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150951,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150870,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150885,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150972,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150957,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150948,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150834,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150837,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150858,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150867,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150888,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150897,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
oai:figshare.com:article/8150930,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-20T05:00:00Z
