id,resource,resource/identifier,resource/creators/creator/creatorName,resource/creators/creator/nameIdentifier,resource/titles/title,resource/publisher,resource/publicationYear,resource/subjects/subject,resource/dates/date,resource/language,resource/resourceType,resource/relatedIdentifiers/relatedIdentifier,resource/sizes/size,resource/formats/format,resource/rightsList/rights,resource/descriptions/description,resource/geoLocations/geoLocation/geoLocationBox,resource/contributors/contributor,resource/contributors/contributor/contributorName,resource/descriptions/description/br,resource/geoLocations/geoLocation/geoLocationPoint,date
oai:pangaea.de:doi:10.1594/PANGAEA.605420,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1973
oai:pangaea.de:doi:10.1594/PANGAEA.609973,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1983
oai:pangaea.de:doi:10.1594/PANGAEA.609987,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1983
oai:pangaea.de:doi:10.1594/PANGAEA.610008,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1983
oai:pangaea.de:doi:10.1594/PANGAEA.610126,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1982
oai:pangaea.de:doi:10.1594/PANGAEA.610159,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1975
oai:pangaea.de:doi:10.1594/PANGAEA.610160,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.610207,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1977
oai:pangaea.de:doi:10.1594/PANGAEA.611057,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1971
oai:pangaea.de:doi:10.1594/PANGAEA.611082,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1977
oai:pangaea.de:doi:10.1594/PANGAEA.611088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.611330,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1974
oai:pangaea.de:doi:10.1594/PANGAEA.611331,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.611433,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1974
oai:pangaea.de:doi:10.1594/PANGAEA.611462,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1978
oai:pangaea.de:doi:10.1594/PANGAEA.611472,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1976
oai:pangaea.de:doi:10.1594/PANGAEA.611525,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1980
oai:pangaea.de:doi:10.1594/PANGAEA.611560,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.611692,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.619042,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.619065,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1987
oai:pangaea.de:doi:10.1594/PANGAEA.628536,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.633712,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.633713,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2010
oai:pangaea.de:doi:10.1594/PANGAEA.646297,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.648716,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2003
oai:pangaea.de:doi:10.1594/PANGAEA.650376,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.651852,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.658956,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.659091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.659132,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,2006
oai:pangaea.de:doi:10.1594/PANGAEA.659150,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.659152,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.660529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.663131,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.663141,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.663168,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1968
oai:pangaea.de:doi:10.1594/PANGAEA.663169,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.663170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.666146,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1975
oai:pangaea.de:doi:10.1594/PANGAEA.666331,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1975
oai:pangaea.de:doi:10.1594/PANGAEA.666396,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1970
oai:pangaea.de:doi:10.1594/PANGAEA.666860,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.666880,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2003
oai:pangaea.de:doi:10.1594/PANGAEA.666903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2002
oai:pangaea.de:doi:10.1594/PANGAEA.666916,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.666969,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1998
oai:pangaea.de:doi:10.1594/PANGAEA.667033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2004
oai:pangaea.de:doi:10.1594/PANGAEA.667070,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1999
oai:pangaea.de:doi:10.1594/PANGAEA.667078,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1995
oai:pangaea.de:doi:10.1594/PANGAEA.667084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1994
oai:pangaea.de:doi:10.1594/PANGAEA.667112,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2000
oai:pangaea.de:doi:10.1594/PANGAEA.667121,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1995
oai:pangaea.de:doi:10.1594/PANGAEA.667122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.667140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.667166,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1993
oai:pangaea.de:doi:10.1594/PANGAEA.667181,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1992
oai:pangaea.de:doi:10.1594/PANGAEA.667336,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1984
oai:pangaea.de:doi:10.1594/PANGAEA.667342,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1982
oai:pangaea.de:doi:10.1594/PANGAEA.667373,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1981
oai:pangaea.de:doi:10.1594/PANGAEA.667436,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1980
oai:pangaea.de:doi:10.1594/PANGAEA.667437,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1981
oai:pangaea.de:doi:10.1594/PANGAEA.667438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1979
oai:pangaea.de:doi:10.1594/PANGAEA.667439,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2006
oai:pangaea.de:doi:10.1594/PANGAEA.667443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.667460,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1979
oai:pangaea.de:doi:10.1594/PANGAEA.667464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1991
oai:pangaea.de:doi:10.1594/PANGAEA.667467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.667495,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1977
oai:pangaea.de:doi:10.1594/PANGAEA.667499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.667520,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1990
oai:pangaea.de:doi:10.1594/PANGAEA.667645,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.667646,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.668243,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1989
oai:pangaea.de:doi:10.1594/PANGAEA.668386,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.668588,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.669505,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1992
oai:pangaea.de:doi:10.1594/PANGAEA.669644,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.670151,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1989
oai:pangaea.de:doi:10.1594/PANGAEA.670343,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.670929,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2005
oai:pangaea.de:doi:10.1594/PANGAEA.671371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2003
oai:pangaea.de:doi:10.1594/PANGAEA.671520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.671555,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.671563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.671626,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,2000
oai:pangaea.de:doi:10.1594/PANGAEA.671682,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.671685,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2000
oai:pangaea.de:doi:10.1594/PANGAEA.672023,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.672041,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.672052,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.672067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.672082,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.672098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2007
oai:pangaea.de:doi:10.1594/PANGAEA.672406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2006
oai:pangaea.de:doi:10.1594/PANGAEA.672519,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2006
oai:pangaea.de:doi:10.1594/PANGAEA.675504,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2007
oai:pangaea.de:doi:10.1594/PANGAEA.676680,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2006
oai:pangaea.de:doi:10.1594/PANGAEA.676688,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2005
oai:pangaea.de:doi:10.1594/PANGAEA.676719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.676724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2006
oai:pangaea.de:doi:10.1594/PANGAEA.676892,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2005
oai:pangaea.de:doi:10.1594/PANGAEA.676899,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2004
oai:pangaea.de:doi:10.1594/PANGAEA.676915,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2004
oai:pangaea.de:doi:10.1594/PANGAEA.676944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,2004
oai:pangaea.de:doi:10.1594/PANGAEA.676965,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2004
oai:pangaea.de:doi:10.1594/PANGAEA.678249,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2004
oai:pangaea.de:doi:10.1594/PANGAEA.678263,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1982
oai:pangaea.de:doi:10.1594/PANGAEA.678268,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1988
oai:pangaea.de:doi:10.1594/PANGAEA.678283,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2004
oai:pangaea.de:doi:10.1594/PANGAEA.678284,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.678289,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.678290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2003
oai:pangaea.de:doi:10.1594/PANGAEA.678297,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,2008
oai:pangaea.de:doi:10.1594/PANGAEA.678299,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2003
oai:pangaea.de:doi:10.1594/PANGAEA.678305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.678311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1994
oai:pangaea.de:doi:10.1594/PANGAEA.678315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1994
oai:pangaea.de:doi:10.1594/PANGAEA.678472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.678473,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.678474,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.678475,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1997
oai:pangaea.de:doi:10.1594/PANGAEA.678478,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,2002
oai:pangaea.de:doi:10.1594/PANGAEA.678485,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.678516,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.678517,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2003
oai:pangaea.de:doi:10.1594/PANGAEA.678533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.678543,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2001
oai:pangaea.de:doi:10.1594/PANGAEA.679318,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2000
oai:pangaea.de:doi:10.1594/PANGAEA.679325,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2000
oai:pangaea.de:doi:10.1594/PANGAEA.679333,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1999
oai:pangaea.de:doi:10.1594/PANGAEA.679411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1999
oai:pangaea.de:doi:10.1594/PANGAEA.679415,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1998
oai:pangaea.de:doi:10.1594/PANGAEA.679419,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.679777,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2004
oai:pangaea.de:doi:10.1594/PANGAEA.680689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2001
oai:pangaea.de:doi:10.1594/PANGAEA.680690,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.680691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.680698,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.680747,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1971
oai:pangaea.de:doi:10.1594/PANGAEA.680761,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.680766,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.680797,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2001
oai:pangaea.de:doi:10.1594/PANGAEA.680798,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.680799,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1998
oai:pangaea.de:doi:10.1594/PANGAEA.680838,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1999
oai:pangaea.de:doi:10.1594/PANGAEA.680849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1991
oai:pangaea.de:doi:10.1594/PANGAEA.680850,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1992
oai:pangaea.de:doi:10.1594/PANGAEA.680851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1993
oai:pangaea.de:doi:10.1594/PANGAEA.681253,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.681280,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1997
oai:pangaea.de:doi:10.1594/PANGAEA.681320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1997
oai:pangaea.de:doi:10.1594/PANGAEA.681427,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1998
oai:pangaea.de:doi:10.1594/PANGAEA.681693,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1998
oai:pangaea.de:doi:10.1594/PANGAEA.681717,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.681724,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1996
oai:pangaea.de:doi:10.1594/PANGAEA.681805,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1996
oai:pangaea.de:doi:10.1594/PANGAEA.681878,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.682041,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1995
oai:pangaea.de:doi:10.1594/PANGAEA.682255,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.682260,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.682280,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1996
oai:pangaea.de:doi:10.1594/PANGAEA.682356,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1983
oai:pangaea.de:doi:10.1594/PANGAEA.682711,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1994
oai:pangaea.de:doi:10.1594/PANGAEA.682994,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1994
oai:pangaea.de:doi:10.1594/PANGAEA.683073,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1993
oai:pangaea.de:doi:10.1594/PANGAEA.683524,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1993
oai:pangaea.de:doi:10.1594/PANGAEA.683531,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1992
oai:pangaea.de:doi:10.1594/PANGAEA.683533,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1989
oai:pangaea.de:doi:10.1594/PANGAEA.683554,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1995
oai:pangaea.de:doi:10.1594/PANGAEA.683648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1995
oai:pangaea.de:doi:10.1594/PANGAEA.683672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1992
oai:pangaea.de:doi:10.1594/PANGAEA.683833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2008
oai:pangaea.de:doi:10.1594/PANGAEA.683836,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1992
oai:pangaea.de:doi:10.1594/PANGAEA.683866,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1993
oai:pangaea.de:doi:10.1594/PANGAEA.683876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1993
oai:pangaea.de:doi:10.1594/PANGAEA.683884,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1986
oai:pangaea.de:doi:10.1594/PANGAEA.683887,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1989
oai:pangaea.de:doi:10.1594/PANGAEA.683984,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1992
oai:pangaea.de:doi:10.1594/PANGAEA.684353,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1986
oai:pangaea.de:doi:10.1594/PANGAEA.684665,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1986
oai:pangaea.de:doi:10.1594/PANGAEA.684689,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2006
oai:pangaea.de:doi:10.1594/PANGAEA.684703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2005
oai:pangaea.de:doi:10.1594/PANGAEA.685591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1991
oai:pangaea.de:doi:10.1594/PANGAEA.685594,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,2005
oai:pangaea.de:doi:10.1594/PANGAEA.685598,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2002
oai:pangaea.de:doi:10.1594/PANGAEA.686220,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,2008
oai:pangaea.de:doi:10.1594/PANGAEA.686248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2002
