id,oai_dc:dc,oai_dc:dc/dc:title,oai_dc:dc/dc:publisher,oai_dc:dc/dc:identifier,oai_dc:dc/dc:source,oai_dc:dc/dc:description,oai_dc:dc/dc:type,oai_dc:dc/dc:creator,oai_dc:dc/dc:date,oai_dc:dc/dc:language,oai_dc:dc/dc:format,oai_dc:dc/dc:subject,oai_dc:dc/dc:coverage,date
1c37eefc-6e7c-49a5-9ea1-f1e9eefb07bc,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-05-06
95f8be9e-48a3-490b-8bd8-b03cc775b14e,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-06
60954cb1-3b60-48e7-a2c1-75ffcb6d16cd,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-06
383f0153-bf15-420e-bc44-bfac2e421b0a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
475fd53e-c5c6-4a99-bb2e-cc2382f0171f,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
ea727a9b-324b-4c6b-a625-bc7cdd204473,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
0bffa033-64f0-4e6f-ba44-287e52d7c2f9,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
3412de46-ed80-42c1-9e7b-42a1e040e66e,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-06
e8f929c6-25f2-46dd-bab1-7968b4d624f5,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-05
95c92a35-4d40-4927-9b07-f3412606ba0b,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
3fc46d02-9b74-434b-a777-46d70967d61f,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
fc37cfdb-169d-4bdd-8c2e-8eecfee1892e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
74878f8c-0179-4795-a9b5-ebc0a76fb82b,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
1f3b440b-6bb4-422e-9163-88a2ccb80e93,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
ddbfb01d-0c39-4aa6-a343-37929a157fa7,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
5980f768-4730-4688-bcb7-f5ee256bd560,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
af98f926-16e4-4c9f-b7c2-3057d8a83ecc,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
fd38f642-c580-42af-8ef3-1ce72c92e2a8,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
0590308e-ca1c-461e-ab69-794807f3f113,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
f074862e-ad6a-43da-9e42-c548373ae2a8,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
aaf39fff-13a8-4c8e-96f7-b58fee2add74,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
9ebca80a-2f06-4aad-b129-a588f297c02e,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
3591aca3-efc1-4d65-8def-12abcb5d0481,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-08
25c6f98b-1820-4822-b575-a192eec9c321,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
f1ab0312-f0f8-4a86-a0e4-4e3907ab7b2b,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
c40073c3-5153-42fe-9d59-41ad55cf577b,1,1,1,1,1,1,1,1,0,1,1,0,0,2019-05-03T14:37:53Z_header
1b4f3056-a565-4b7e-abff-a996105000e5,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-03
cb288575-93a8-4e59-86fd-ee6bae784b6a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7f27ceda-811e-476e-a5f2-304ae6f20248,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-25
9aef6cdf-6730-4871-a1d4-e8d999106891,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-25
fb635a5a-5a78-4a5c-8d05-084ccb61b4a8,1,1,1,1,1,1,1,1,0,1,1,0,0,2019-05-03T05:03:39Z_header
c7138670-a82f-4002-8d39-723dee419bd6,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-23
f0c4c2ef-7b93-4b7b-b77d-51e5aff9baf1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-02
e5b03456-78b2-4ceb-8d3e-3a6860c23d03,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-02
e2997269-eb19-4667-812e-b35168fa0e6d,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-02
6c653621-ca42-4a8b-9ca0-0192af0dff55,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-02
692abfb0-83ab-4e52-a547-50c77ccf25ef,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-02
4bcb414c-93b6-4917-b6cb-89dd4f9bb72a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
b12b6eed-6d17-4e2b-b290-f5c01bf79271,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
30edcc13-bdfb-418e-94d7-7b1afdd79879,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
24d2faef-3835-413e-a306-b1d39b801fd3,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
e5152ce0-a14b-4e7a-a676-26b4765bc49c,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
ed2118ff-0995-455d-a2a8-a25971b4e885,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
8b291b94-8022-4966-b1cd-d430c54e31b8,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
b8f0b37f-f893-416c-881b-9663bc16e2c7,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
162fd3ef-01e7-42aa-aec3-2119d32eaead,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
c09c8f15-cfb2-42c9-861b-fc823ba28ae4,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
07a203b7-21a7-4c01-b8a4-cf906f4bc1c0,1,1,1,1,1,1,1,1,0,1,1,0,0,2019-05-01T11:53:41Z_header
6f6b1102-5baa-4e24-86be-073a90b14db0,1,1,1,1,1,1,1,1,0,1,1,0,0,2019-05-01T11:52:49Z_header
d8837133-c1e6-4024-b530-3de27907aa51,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
999351db-f419-48f9-8488-22ee9b484a96,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
e0c6aebb-8662-4f01-b3a6-2599244f8496,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
f675bc2f-4402-4f94-89da-bf9573c1b6a1,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
184fc69e-fa6d-4f58-8379-2964618fedd3,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d12c21d6-1cae-4ce8-bb72-4337dab30187,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
64c1a738-381b-4ba2-bc35-317d756e6a29,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
ae88e6e0-1003-4216-bfc2-b41050ca7fde,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-30
7582ffb2-2059-450a-96f6-4a7c0cffe6b7,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-30
b80cd0f8-bd35-423e-98fc-8138a2b807a5,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
cc4eb71a-ad6e-41f3-b22c-e2269746e03f,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
5d3bd3a3-b4b6-41f5-968d-8b8f99340800,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-29
fe1e8d55-615e-4334-93f3-325eda0627ab,1,1,1,1,1,1,1,1,1,1,1,1,0,2019-04-29
8033dd89-8e40-46af-98ff-e82fbdc16b11,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-29
b6373d58-fcbe-4fed-96cf-d7166131ba8e,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-28
ee37f1cd-9359-4d8f-ad7e-22e3ac4a740c,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-29
cdae16b5-d07e-49eb-8871-ca7ed9dda760,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
4c0a9d8b-60b2-436e-8a83-2d5a95bd8e54,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
de19f321-d911-4fd4-9912-ab958efec458,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d5897ff7-4917-47c6-9bed-91c1e3f431fd,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
5ed08b95-646d-41d0-bcf6-54ff44603e27,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
9dfbe7ab-f1ae-49ff-af7b-14dff6879995,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
bdc80cd9-35d8-4b23-9df1-e8b1c50229a5,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-27
878a1a2d-79d3-4a58-9f6f-ddbb5e70d33c,1,1,1,1,1,1,1,1,1,1,1,0,0,1919-01-01
d443112e-fb27-42f3-b478-4c44f8090b18,1,1,1,1,1,1,1,1,1,1,1,0,0,2008-01-01
e20ddd1a-b2ed-473c-ad39-a8f2bbabba66,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
3c18c500-1dd3-4e7c-a2c8-88e5567235d3,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-26
4a8c93cb-53fb-428d-a836-4ce42b23fd50,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
4782ac6a-98e7-435d-be7a-425f034b2b88,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
f6b72893-383e-488f-bab3-51496f6fe5b5,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
200ef741-1d88-4e22-a7c3-60c863a90798,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
a438c895-d898-411c-95f5-964d0a6d4f0b,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
833c2bc0-2a29-4efa-9058-04bcf3e7beed,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
bb837a7a-0555-4c18-9db3-91d5a2087b62,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
b50dc923-c656-4a46-b935-7262e6006da4,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
e63bf0e7-dcd8-42a0-858c-606a75e91c0c,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
445ce82a-c971-4b27-b2a0-f0717756e9e5,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
1203409a-4d81-43df-838f-63414ae7ff10,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
4f3f1965-6d8b-4382-8657-50b1d38e1f2e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
5ae498c8-8199-4227-a5df-09ae40face89,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
8e02bc0d-5e3e-48fe-8e53-460dba7b7a53,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d6c1c011-5858-4339-b444-f99176fbcde5,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
0a67588b-3d73-4758-bdb8-d273a4b52b20,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
55b8b573-dbb6-46d2-a514-8e6cf2e69b30,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
2164a0b8-da51-44d1-9f83-8f65276c7385,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
393320d9-8fc2-4f7f-a2d9-0d7e46db0f0c,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
aead3866-8651-4773-9221-4806a4a0180d,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
30b2e4dc-5996-46b6-8be8-7bccdd041563,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d21bedeb-4bcc-4dd5-aefd-5426ba5abaf4,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7248a2da-65b9-48f4-ada8-6eaab245ba84,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-25
d6d71532-ee3a-4fc9-ae84-0d5505913dd0,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-25
d2f461a2-fddf-4a06-bb8e-f61ddbf045b2,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-25
4b9b785d-bfdc-4151-a424-96facf42b590,1,1,1,1,1,0,1,0,0,1,1,0,0,2019-04-25T12:00:03Z_header
48cb0337-b711-4995-9da9-c5bae58e27e1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-15
2a5ffdff-7c1b-4a3d-a201-59ac0c99aab5,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-24
54c1703c-f366-41f6-b467-ff346a5cba4d,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
de14dab5-2961-423b-867f-5a4a48d8bb3e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
686aa187-2d1e-4419-ab18-45a727992a7a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
4aa2b74f-0cea-441e-a363-b6a8787df65b,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
a3fc724a-3055-40e6-82d1-7a44531ddff7,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-24
c6f362bc-4d6b-4e3a-b69a-a9e8392e6756,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
2ad1e009-c1c5-4004-b5a7-ee77f100a47d,1,1,1,1,1,0,1,0,0,1,1,0,0,2019-04-24T11:41:31Z_header
1802be83-dc4a-4ea8-83b0-07fd073b105e,1,1,1,1,1,0,1,0,0,1,1,0,0,2019-04-24T11:41:00Z_header
cf2dcb75-0688-412b-a00d-59789e0768b4,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-31
0f127474-67c6-4e4f-8bd6-74de0963e53b,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-10
aa75de79-4c0a-42ad-a0d0-61556df0d88c,1,1,1,1,1,0,1,0,0,1,1,0,0,2019-04-24T08:24:07Z_header
b4a598ea-a13c-4250-bd0f-9d60ab5ada21,1,1,1,1,1,0,1,0,0,1,1,0,0,2019-04-24T08:23:36Z_header
902380c3-f622-4107-82fc-28f5e081b3d6,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7fec81ef-2ff9-4c5c-9dda-338cfa2dc4fb,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-10
4fb06695-018f-4bc4-bde8-9a52814e130a,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-29
853b94ac-43aa-407c-abdf-f9dde211e758,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-29
fc61dc57-1412-4159-993c-ab550176e1c6,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
ac2013d2-401a-4317-b2c0-e4efdaed4341,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
929eb10b-732f-4247-b899-4e3e5681cb4b,1,1,1,1,1,1,1,1,0,1,1,0,0,2019-04-23T17:17:58Z_header
3858f505-2693-4327-81c0-12148a3a810f,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-14
24b5d45f-2349-4c99-a20b-c676cf2f533d,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-07
97ce9818-7028-42a0-9743-ccb5897dec1f,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-23
61ed507f-4204-43c6-b463-d2db06d01b5e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-23
10dc31e8-9f00-4b54-92f4-0c3c46e0c0e2,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
006a2c5e-6cb3-4ae6-a4f1-bd7f4d4b2f8a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d05987e2-6008-4deb-9773-1d988013beba,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
c4cfdf82-f7f0-42c0-b966-3f69d23daed3,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
42d8c42b-cc7c-4c9e-9828-1a73f9eedc4c,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7e67aad1-4b75-4cdd-b9a9-e2950ff82bcb,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
02ddbbb4-cca3-4f20-bd5b-c70e09b1681f,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
78fa0540-bfb3-4c88-a84d-eb9c203779cc,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
f2507102-8b9c-4f7c-b171-a415768baafd,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
915dc71e-0d15-4a61-a2e7-f24bc6d647e1,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
8133cb54-f817-4f3f-a4da-986f7475816a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
cf261dca-6d23-4d65-8096-07d52b073142,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
f6ab5d22-42cb-4453-a2ec-a2719ebe2805,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7e6ef669-acf2-4b7f-8df0-b08c78f4df74,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
6abb9acd-8867-41c1-9258-d57acc5c54d5,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
de6b9a87-5220-469b-9ee1-1f5f44ce8314,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
01d28467-87a1-4d64-ba40-4e3e1cc9091b,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-19
042051f6-e602-4281-8ac3-d683811f0631,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-03-11
b516bc56-ff41-418e-9a19-3e4b00418651,1,1,1,1,1,1,1,1,1,1,1,0,1,2018-01-01
aade9a88-65f1-48d3-985f-43d4d4ace1a8,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
91632c26-bc53-48bc-86ef-7ba516964f61,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
49a7912a-a125-46eb-91a4-0c5fb338a716,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
aa185dd6-7178-4f5b-9c0a-46ca56094d89,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
a6f58ea7-5377-456b-8386-04784c3776f0,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
be9575c6-3e25-4bc4-82e4-a24ca354eeb9,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
dc89386b-3791-4ac2-948a-73f69552b3a9,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
30f3fb6e-6096-4540-906d-3153d5eb586d,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
b655a33e-8944-4d0b-bc72-87d62f5c2c78,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
30f96cf9-2d23-4242-9139-74162f72ac48,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
9cfb392b-d6e9-431d-bcc4-598698ad1763,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
fd7a2fb7-5a37-4c63-b213-ca05c6f3b36b,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
c2af20fb-e5f9-4f23-b847-ec08829d8fe6,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
b1dcd976-f722-486a-8da8-75fb69e6b14f,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
4a45f44e-9b26-4cdc-82bc-a09715405e46,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
93210fd7-9e59-4d05-91a1-d23a9ff514ea,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
ec237124-bee6-45b1-ba36-2b9a915996b3,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
8808813a-0c82-4a03-858b-19a6dca9eb5e,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
4ffcf039-158f-4843-8a62-a4b4169a1992,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
1393a7bd-6860-4916-96f0-593ecbe197f7,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
041d75f1-4053-4528-9d19-9efee178c59b,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
e62219d2-9e17-47c5-a182-4d39e35f1b49,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
06673f41-b1ca-4c1b-8d70-6fd459478809,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
6db7c63d-267c-4441-8de7-345870b651d2,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
ec561977-c515-476a-b1e0-3804a5067d47,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
829b4da2-7155-4c66-b7ab-be77a36dba83,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
d0bac44f-47cf-4d75-a32c-7c97c59bf74e,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
4c9ede5c-44e0-49b0-8a3c-9f176c8935bc,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
e9c8de3b-29ac-47e7-98de-3c62d709d52a,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
9f3e8dab-302c-4d15-a2e6-15ea54342f43,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
b120c39b-e965-4827-9fd4-ef2d98b8e594,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
2c234fee-9c05-4a6c-bd50-438312240644,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
1a869128-f012-4e30-867a-a1f950e6e990,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
76598eec-0e1e-49ec-8851-641649512277,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
df49d6da-ad36-4b37-a437-c69a6edf61d7,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
366afc15-fa1b-4a2d-ab0b-c0742ad3832e,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
ddf30015-d3f1-40dd-b5c8-245868656e4a,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
ab59b6ef-83ac-459c-b397-dd5d9df689b7,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
473e530c-0d8d-48d0-ba64-67c50157c188,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
8cc3a74b-6739-461a-92ab-fa05a585a405,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
1d66d703-6d9f-4a50-a565-a67c895588da,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
43b037aa-03cf-441a-8947-ed778b5ccfac,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
225be4d7-365e-43db-bd69-8864262e10a8,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
537940a7-a7f2-44ce-9d00-1b702bc9cd96,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
f4ca459b-ff7e-4517-86fa-75402b6d2d7d,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
6bf97383-b199-4676-96bd-49d292d4bde7,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
ac8de351-7c23-4c56-8e74-5714c75c2522,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
9a362496-980d-4b2e-9fbb-02d6269d1ec0,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
2b4edea6-ee80-4af1-bc9c-9ff9df332148,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
e1f8ac3d-f514-45e2-8d70-7ffa3430741f,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
4ba9c308-cd35-450c-a20d-19ee31d92e89,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
192e8f24-1707-4f0a-851a-4e736c78292d,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
2c9e23a9-5adf-4091-a5a8-0655938f9a0f,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
bf9f9a0e-9d7b-46d1-a463-a695b79dffc7,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
6fdc6a27-0f98-454c-8f0a-4be3f202b312,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
748a53c9-cd20-4bda-a383-043d270f549c,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
f1195456-24f4-4762-88d5-c4ffe863e07e,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
0ad3be00-68a2-490e-bd84-d96ef645fe2e,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
e1ec4acf-3db4-4cd9-97fa-5645a0685e5b,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
d012c38c-05b2-40ca-bba5-1753d6d8d543,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
08fb4170-35b0-4c30-b9e1-89cfa4925313,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
303765bf-2b25-4f0f-8e34-c1968243e834,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
c0f11974-9286-442b-85d3-bfd8b561a78d,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
433bfc26-5b08-49bc-806c-bff705808511,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
52f3e82f-ad51-41ac-948d-5e72d29f551f,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
269f79b2-c909-42d4-b619-dbaa9e0bf2d3,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
e7ded2a6-58db-4237-83a9-14a8f0cd1799,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
8d6783eb-cfb7-4a21-beee-187bb7ba97bc,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
ba033418-9a5b-4bec-9da6-350f8501d71b,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
e19b6b64-b0ad-4a54-be72-029aa3fc672a,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
b0d92a8d-4eef-4a58-83a9-e7f3fa078ef0,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
b2b77bad-cf88-43e1-9300-69d35afd2d0a,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
d8c8eaa7-a282-4d37-8285-8f6a19f6970f,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
1277a981-e80a-4159-9e4e-f9dfe7e5e10c,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
727232c0-d4a6-4959-b04d-3ae146281fd8,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
887812f6-db65-401a-a7ac-c3ad96c1aa34,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
8e11b0e4-e2b1-4d1f-9790-ddbe3d307575,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
24fd05d3-c5e4-418e-bfe6-ea0b80a0ff0a,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
f40d7b27-e327-47af-be53-4d7c557aa79f,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
0aaba6ec-9b0d-49be-8ffa-36aedb1720b2,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
af431176-c0a7-422e-9ed8-d4162dc364ae,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
