id,oai_dc:dc,oai_dc:dc/dc:title,oai_dc:dc/dc:publisher,oai_dc:dc/dc:identifier,oai_dc:dc/dc:source,oai_dc:dc/dc:description,oai_dc:dc/dc:type,oai_dc:dc/dc:creator,oai_dc:dc/dc:date,oai_dc:dc/dc:language,oai_dc:dc/dc:format,oai_dc:dc/dc:subject,oai_dc:dc/dc:coverage,date
4b429b63-7518-4b78-aa73-227e33008116,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
59870e66-a888-4d8a-8db8-b133dddfcf96,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
5523cf76-15b9-481e-9e0b-75b212360c15,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
fa1491f3-0298-4189-ab75-a4cc0391fe89,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
0e5da2ee-ab64-4a9c-9264-168198db0e19,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
92cac4e0-5905-4dd6-8818-8b36f1d2e7a1,1,1,1,1,1,1,1,1,1,1,1,0,0,2006-01-01
834018f9-03b1-42ad-b6e2-5c292ac0dddd,1,1,1,1,1,1,1,1,1,1,1,0,0,2011-01-01
cd07c5fc-96bc-4431-9a6f-241fe3affb4b,1,1,1,1,1,1,1,1,1,1,1,0,0,2012-01-01
71cfd412-6327-4ec7-8035-d8b2d0509ac5,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-05-07
3c6556e1-0719-4007-b220-15ba5ee33612,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
a469ea9d-153e-48a6-b317-5fc221ac5660,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
224b9528-9f40-4c79-b9e4-c887bd65df64,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
a27f5125-b319-41fb-9fc6-4508fd96183c,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d698852c-791b-47b6-ac13-056ec833e5f6,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7d8b4f76-7575-4d7a-974e-0a438296197b,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
99c5e021-c0f5-40d3-b1fe-65bfb0715bf1,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
5e2cbe92-3130-45c1-8961-54ead97211a6,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
a919cdc6-b064-4dab-a1cb-05cc9ddc8fb6,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
43e88407-6a19-4776-9093-6fc9a15f78b3,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
b27b3abc-b65c-4578-ad4b-4cfba3a50fbf,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
fea7df51-2039-4c6a-9d10-9c50e3013a0f,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
6c299d03-ac2c-45de-add8-c07f618d7a48,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
4c209bbc-812f-4354-86a4-23e69d38cae9,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
a92c720f-b2d7-4749-822f-25049f7c2706,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
363f2c7c-0635-46c8-b598-9e9aa014b6d2,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
0260aba2-a36a-43be-bade-d4e88b22e530,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
aa328d36-74c9-4a17-ba05-9f7c7d279caa,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
2fe22fcf-67b2-405a-809d-4ca5dbe1d2e3,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
c79b6327-48fb-47bf-b17b-d20d2de295e3,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
7bb56d54-b042-46b3-b66d-b7eaaff9c6c4,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-17
18cc26e0-a0b3-4ea5-865b-9159a5488624,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-03-11
5a155019-c394-4e83-bb4f-3348491d65f0,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
6cef8c28-b4dd-4082-af20-57cdc660a5bd,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-17
6f3c6f15-0603-4ac3-85c7-deab0279cfec,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
d378f7a8-31c9-45ce-b61e-287e601df15e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
3f408745-c0ca-4466-b094-2aed542e6adf,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
44dfd6d5-4638-4164-bfb2-9c6fda53a218,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
8eed2b3e-bd58-4bed-9222-c5e507664631,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
c8335540-0201-4710-ae6f-99e20d7f3592,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
308e3b29-08e4-4844-a6b3-785222f110f0,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
0120379d-90da-491f-aab3-00b5812711c0,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
b431de6a-4720-4e86-aea0-61ef0dcd2569,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
6c27fa6f-8be8-4b9a-8f3f-f6581007b008,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
bb70f931-73e7-4adb-9d44-9a37d6624535,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
9b248674-2a60-4494-b821-08de7b338098,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
709f44c9-8fa4-41b0-9845-72c7e87175ea,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
e2515827-77a7-4cbd-bd8b-d9c2762dc515,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
b6ea7598-0c96-47e4-a45c-d2ff5502c4f0,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-16
e6137ccd-15b7-47ca-bb81-91dc3003a9b0,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-03-11
a1480b53-ae89-4997-ab2a-73b3981ca244,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-25
c7979ea4-1a59-42e3-bd57-3abc9c263e8c,1,1,1,1,1,1,1,1,0,1,1,0,0,2019-04-16T12:53:26Z_header
06448b27-4c5c-4296-8ece-a87e124c4f4e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-04-16
76fb2829-19a9-4bd7-8ca7-0b50c5518814,1,1,1,1,1,1,1,1,0,1,1,0,1,2019-04-16T11:20:51Z_header
8e08523b-4f29-4cb7-b4c4-ff673ee09b9b,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-16
11f65550-e4c2-46ac-a5ac-b86b67cbdc10,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
f2d56c0b-9e2e-4d70-bc3b-53344e9a7412,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
0dffc352-91b1-4c55-b1d8-aa1f5b9edea4,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
5b5deb76-1e5e-446c-9d92-6cb2ddbc9d39,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-16
b1ffa78a-30c3-49c1-bc6c-4f7187791a7d,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-18
0502f8d3-0272-4bf8-ab8e-48cc3847f195,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-04-15
5fe8a515-58e0-4adf-bba5-20fc8cb43f9e,1,1,1,1,1,1,1,1,1,1,1,0,0,2017-01-01
0d2b4c4c-144a-4964-8b1a-87e2c1e75847,1,1,1,1,1,1,1,1,1,1,1,0,0,2017-01-01
9f9dbb35-daaa-4058-a713-ba579f534d21,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
f9986680-bd7f-42c6-9e00-92dd0fee9b8c,1,1,1,1,1,1,1,1,1,1,1,0,0,2016-01-01
00eb75b2-5fc4-4c14-b7d5-153af265cde8,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
673dcee7-a4d7-45d4-9bbf-59ffb4fe4bdc,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
c7e77181-d702-4db5-8380-4ffe58ff56ed,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
ebc4922a-aba0-4413-979e-b919adb5ef05,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
6450c6cc-9169-4081-828b-8b6da3e8c379,1,1,1,1,1,1,1,1,1,1,1,0,0,2012-01-01
d715f06d-2310-4da7-a899-c29637fc4263,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
fd40d5f9-a00c-49f3-9d98-28fbeb591d6c,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
346a1400-b7b7-4820-8db9-b43e072c9e3b,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
5cd30a5f-f0a3-4ca7-89fa-a6291cab0c5f,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
884df0e2-7573-4ef6-a91a-9eea4cadf8c3,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
c6ddb185-aac9-4680-bc6d-4ce38c290bb5,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
e4fdc6d3-0d80-4faf-a244-fa175cc4f80e,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
eda7a41a-f75a-4daa-ad76-1963372cba89,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
66bd7ba0-67e6-4086-bc72-3334e1bf7ee2,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
fba66674-5132-4eeb-8fd2-782a5b3629cf,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
44a6c244-d759-488e-971e-74fc6a8db89a,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
4af6e8e1-e932-4ae8-87d1-885dc431f6ed,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
e9da0839-2e54-4fd1-831b-2917314a89f6,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
766eb9a3-a5dd-4d33-bec8-74ef5b42dcca,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
405937f9-1fcb-4d0d-8a36-a3c215b62582,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
af3d5e7e-7daf-40ea-a3e8-02490301e257,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
a008ec9f-4e5c-41d1-9dc1-9147c96e4f3a,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
eaa89cdb-85aa-488a-be40-6316092d0cbd,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
c134b61d-fafe-41bc-81d8-f86fba9de099,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
6feb2a9a-cd9c-4e65-9adf-0f99b03570e0,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
5dd5e475-5a87-4761-a689-d2c025ffe838,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
f72738a0-fe99-48f2-aeca-78f0378ed60e,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
26bbead9-f466-4886-bace-a5ed686e5223,1,1,1,1,1,1,1,1,1,1,1,0,0,2018-01-01
a5aafedc-78ae-46f6-8587-749d33153690,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
bc5a6e1b-c948-4b25-ab3f-c2b202d8b90d,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
384bdf48-3cf0-48d0-8bd4-d42c3e4dc43e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
e546c2a6-4668-4253-b2e2-b462f23dab8c,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
6adefae6-0cdf-4d7b-ae8c-411d657721a1,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
4cb28687-6e77-44eb-80e2-94b50f36bd7a,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
95bd8508-5d32-452c-8c67-31d4bd40bd92,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
c1116709-9015-44c4-b306-4149c3f511ff,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
48b57ed4-7970-4cf9-b12d-75e2de91a2ac,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
8930652c-149c-49b2-b1f6-9e09b8987099,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
3366fee5-7402-40e0-8c25-340e563f6c1e,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
04ac3c22-1cd8-42a5-be3c-b38d4c3fe019,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
059c89da-7ae5-4dbb-b876-bd1617110873,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
83de3423-9d23-43ef-aae1-4a95bd4d70f6,1,1,1,1,1,1,1,1,1,1,1,0,0,2019-01-01
aa0db59c-6499-4c99-b77f-47e3d34ac03c,1,1,1,1,1,1,1,1,1,1,1,0,0,2015-01-01
afccbf87-20b9-42cd-b075-d1ae706e7210,1,1,1,1,1,1,1,1,1,1,1,0,0,2011-01-01
ea78d9f2-b352-4adb-b2c7-2dd221624c90,1,1,1,1,1,1,1,1,1,1,1,0,0,2011-01-01
