id,rdf:RDF,rdf:RDF/ow:Publication,rdf:RDF/ow:Publication/dc:creator,rdf:RDF/ow:Publication/dc:date,rdf:RDF/ow:Publication/dc:identifier,rdf:RDF/ow:Publication/dc:description,rdf:RDF/ow:Publication/dc:language,rdf:RDF/ow:Publication/dc:relation,rdf:RDF/ow:Publication/dc:title,rdf:RDF/ow:Publication/dc:type,rdf:RDF/ow:Publication/dc:contributor,rdf:RDF/ow:Publication/dc:source,rdf:RDF/ow:Publication/dc:rights,rdf:RDF/ow:Publication/dc:publisher,rdf:RDF/ow:Publication/dc:coverage,rdf:RDF/ow:Publication/dc:subject,date
oai:secundus.datadryad.org:10255/dryad.659,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T01:28:09Z
oai:secundus.datadryad.org:10255/dryad.660,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T01:28:09Z
oai:secundus.datadryad.org:10255/dryad.661,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T01:28:10Z
oai:secundus.datadryad.org:10255/dryad.662,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T01:28:10Z
oai:secundus.datadryad.org:10255/dryad.656,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-23T01:28:14Z
oai:secundus.datadryad.org:10255/dryad.666,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T21:16:52Z
oai:secundus.datadryad.org:10255/dryad.667,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T21:16:53Z
oai:secundus.datadryad.org:10255/dryad.665,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-23T21:16:56Z
oai:secundus.datadryad.org:10255/dryad.669,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T21:26:28Z
oai:secundus.datadryad.org:10255/dryad.670,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-23T23:31:44Z
oai:secundus.datadryad.org:10255/dryad.672,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-24T00:14:53Z
oai:secundus.datadryad.org:10255/dryad.671,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-24T00:14:57Z
oai:secundus.datadryad.org:10255/dryad.675,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T01:35:56Z
oai:secundus.datadryad.org:10255/dryad.674,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-30T01:36:02Z
oai:secundus.datadryad.org:10255/dryad.679,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T01:48:42Z
oai:secundus.datadryad.org:10255/dryad.680,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T01:48:42Z
oai:secundus.datadryad.org:10255/dryad.681,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T01:48:43Z
oai:secundus.datadryad.org:10255/dryad.682,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T01:48:44Z
oai:secundus.datadryad.org:10255/dryad.678,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-30T01:48:47Z
oai:secundus.datadryad.org:10255/dryad.685,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T22:18:32Z
oai:secundus.datadryad.org:10255/dryad.686,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T22:18:33Z
oai:secundus.datadryad.org:10255/dryad.687,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T22:18:34Z
oai:secundus.datadryad.org:10255/dryad.688,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-30T22:18:34Z
oai:secundus.datadryad.org:10255/dryad.684,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-30T22:18:38Z
oai:secundus.datadryad.org:10255/dryad.692,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2009-07-06T17:51:39Z
oai:secundus.datadryad.org:10255/dryad.695,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:23Z
oai:secundus.datadryad.org:10255/dryad.696,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:24Z
oai:secundus.datadryad.org:10255/dryad.697,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:24Z
oai:secundus.datadryad.org:10255/dryad.698,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:25Z
oai:secundus.datadryad.org:10255/dryad.699,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:25Z
oai:secundus.datadryad.org:10255/dryad.700,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:26Z
oai:secundus.datadryad.org:10255/dryad.701,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:26Z
oai:secundus.datadryad.org:10255/dryad.702,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:26Z
oai:secundus.datadryad.org:10255/dryad.703,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:47:27Z
oai:secundus.datadryad.org:10255/dryad.694,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-10T17:47:30Z
oai:secundus.datadryad.org:10255/dryad.706,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-07-10T17:58:44Z
oai:secundus.datadryad.org:10255/dryad.705,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-10T17:58:47Z
oai:secundus.datadryad.org:10255/dryad.709,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-07-10T18:05:16Z
oai:secundus.datadryad.org:10255/dryad.708,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2009-07-10T18:05:21Z
oai:secundus.datadryad.org:10255/dryad.713,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-15T19:49:14Z
oai:secundus.datadryad.org:10255/dryad.712,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-15T19:49:17Z
oai:secundus.datadryad.org:10255/dryad.717,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T15:41:32Z
oai:secundus.datadryad.org:10255/dryad.718,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T15:41:32Z
oai:secundus.datadryad.org:10255/dryad.716,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T15:41:36Z
oai:secundus.datadryad.org:10255/dryad.721,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T15:50:42Z
oai:secundus.datadryad.org:10255/dryad.720,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T15:50:49Z
oai:secundus.datadryad.org:10255/dryad.724,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T16:12:15Z
oai:secundus.datadryad.org:10255/dryad.725,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T16:12:16Z
oai:secundus.datadryad.org:10255/dryad.723,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T16:12:19Z
oai:secundus.datadryad.org:10255/dryad.728,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T16:18:19Z
oai:secundus.datadryad.org:10255/dryad.727,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T16:18:25Z
oai:secundus.datadryad.org:10255/dryad.732,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T16:23:02Z
oai:secundus.datadryad.org:10255/dryad.731,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T16:23:06Z
oai:secundus.datadryad.org:10255/dryad.735,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T16:31:14Z
oai:secundus.datadryad.org:10255/dryad.734,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-07-24T16:31:18Z
oai:secundus.datadryad.org:10255/dryad.738,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:27:42Z
oai:secundus.datadryad.org:10255/dryad.737,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T17:27:47Z
oai:secundus.datadryad.org:10255/dryad.741,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:42:02Z
oai:secundus.datadryad.org:10255/dryad.740,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T17:42:05Z
oai:secundus.datadryad.org:10255/dryad.744,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:01Z
oai:secundus.datadryad.org:10255/dryad.745,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:01Z
oai:secundus.datadryad.org:10255/dryad.746,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:02Z
oai:secundus.datadryad.org:10255/dryad.747,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:03Z
oai:secundus.datadryad.org:10255/dryad.748,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:03Z
oai:secundus.datadryad.org:10255/dryad.749,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:03Z
oai:secundus.datadryad.org:10255/dryad.750,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:03Z
oai:secundus.datadryad.org:10255/dryad.751,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:04Z
oai:secundus.datadryad.org:10255/dryad.752,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:04Z
oai:secundus.datadryad.org:10255/dryad.753,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:05Z
oai:secundus.datadryad.org:10255/dryad.754,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:05Z
oai:secundus.datadryad.org:10255/dryad.755,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:05Z
oai:secundus.datadryad.org:10255/dryad.756,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:05Z
oai:secundus.datadryad.org:10255/dryad.757,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:06Z
oai:secundus.datadryad.org:10255/dryad.758,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:06Z
oai:secundus.datadryad.org:10255/dryad.759,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:06Z
oai:secundus.datadryad.org:10255/dryad.760,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:06Z
oai:secundus.datadryad.org:10255/dryad.761,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T17:57:07Z
oai:secundus.datadryad.org:10255/dryad.743,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T17:57:11Z
oai:secundus.datadryad.org:10255/dryad.764,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T18:05:24Z
oai:secundus.datadryad.org:10255/dryad.765,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-24T18:05:26Z
oai:secundus.datadryad.org:10255/dryad.763,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-24T18:05:33Z
oai:secundus.datadryad.org:10255/dryad.769,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:01:05Z
oai:secundus.datadryad.org:10255/dryad.770,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:01:05Z
oai:secundus.datadryad.org:10255/dryad.768,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T14:01:09Z
oai:secundus.datadryad.org:10255/dryad.773,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:12:13Z
oai:secundus.datadryad.org:10255/dryad.772,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T14:12:18Z
oai:secundus.datadryad.org:10255/dryad.776,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:19:17Z
oai:secundus.datadryad.org:10255/dryad.775,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T14:19:21Z
oai:secundus.datadryad.org:10255/dryad.779,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:29:22Z
oai:secundus.datadryad.org:10255/dryad.778,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T14:29:27Z
oai:secundus.datadryad.org:10255/dryad.783,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:38:32Z
oai:secundus.datadryad.org:10255/dryad.782,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T14:38:38Z
oai:secundus.datadryad.org:10255/dryad.786,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:47:48Z
oai:secundus.datadryad.org:10255/dryad.785,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-07-31T14:47:53Z
oai:secundus.datadryad.org:10255/dryad.789,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T14:56:39Z
oai:secundus.datadryad.org:10255/dryad.788,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T14:56:43Z
oai:secundus.datadryad.org:10255/dryad.792,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:05:26Z
oai:secundus.datadryad.org:10255/dryad.793,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:05:33Z
oai:secundus.datadryad.org:10255/dryad.794,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:05:36Z
oai:secundus.datadryad.org:10255/dryad.795,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:05:40Z
oai:secundus.datadryad.org:10255/dryad.796,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:05:44Z
oai:secundus.datadryad.org:10255/dryad.791,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T15:05:55Z
oai:secundus.datadryad.org:10255/dryad.800,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2010-04-21T17:34:33Z
oai:secundus.datadryad.org:10255/dryad.799,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T15:13:50Z
oai:secundus.datadryad.org:10255/dryad.803,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:43Z
oai:secundus.datadryad.org:10255/dryad.804,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:50Z
oai:secundus.datadryad.org:10255/dryad.805,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:55Z
oai:secundus.datadryad.org:10255/dryad.806,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:58Z
oai:secundus.datadryad.org:10255/dryad.807,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:58Z
oai:secundus.datadryad.org:10255/dryad.808,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:59Z
oai:secundus.datadryad.org:10255/dryad.809,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:55:59Z
oai:secundus.datadryad.org:10255/dryad.810,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:00Z
oai:secundus.datadryad.org:10255/dryad.811,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:00Z
oai:secundus.datadryad.org:10255/dryad.812,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:01Z
oai:secundus.datadryad.org:10255/dryad.813,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:01Z
oai:secundus.datadryad.org:10255/dryad.814,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:01Z
oai:secundus.datadryad.org:10255/dryad.815,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:02Z
oai:secundus.datadryad.org:10255/dryad.816,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:02Z
oai:secundus.datadryad.org:10255/dryad.817,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T15:56:02Z
oai:secundus.datadryad.org:10255/dryad.802,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T15:56:06Z
oai:secundus.datadryad.org:10255/dryad.821,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-07-31T16:18:42Z
oai:secundus.datadryad.org:10255/dryad.820,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2009-07-31T16:18:47Z
oai:secundus.datadryad.org:10255/dryad.824,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-07-31T17:46:42Z
oai:secundus.datadryad.org:10255/dryad.823,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-07-31T17:46:47Z
oai:secundus.datadryad.org:10255/dryad.830,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T01:43:23Z
oai:secundus.datadryad.org:10255/dryad.829,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-08-07T01:43:27Z
oai:secundus.datadryad.org:10255/dryad.834,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-08-07T01:56:55Z
oai:secundus.datadryad.org:10255/dryad.833,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2009-08-07T01:57:00Z
oai:secundus.datadryad.org:10255/dryad.837,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T02:13:36Z
oai:secundus.datadryad.org:10255/dryad.838,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T02:13:37Z
oai:secundus.datadryad.org:10255/dryad.836,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-08-07T02:13:43Z
oai:secundus.datadryad.org:10255/dryad.842,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T18:29:33Z
oai:secundus.datadryad.org:10255/dryad.841,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-08-07T18:29:38Z
oai:secundus.datadryad.org:10255/dryad.846,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T18:43:37Z
oai:secundus.datadryad.org:10255/dryad.847,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T18:43:38Z
oai:secundus.datadryad.org:10255/dryad.848,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T18:43:39Z
oai:secundus.datadryad.org:10255/dryad.849,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T18:43:39Z
oai:secundus.datadryad.org:10255/dryad.845,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-08-07T18:43:45Z
oai:secundus.datadryad.org:10255/dryad.853,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-07T19:13:59Z
oai:secundus.datadryad.org:10255/dryad.852,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,2009-08-07T19:14:04Z
oai:secundus.datadryad.org:10255/dryad.855,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-08-07T19:30:17Z
oai:secundus.datadryad.org:10255/dryad.858,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2009-08-17T13:18:40Z
oai:secundus.datadryad.org:10255/dryad.857,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-08-17T13:18:45Z
oai:secundus.datadryad.org:10255/dryad.862,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-08-20T07:03:05Z
oai:secundus.datadryad.org:10255/dryad.864,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-08-28T21:02:06Z
oai:secundus.datadryad.org:10255/dryad.865,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-08-28T21:02:08Z
oai:secundus.datadryad.org:10255/dryad.868,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-09-01T15:30:19Z
oai:secundus.datadryad.org:10255/dryad.869,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-09-01T15:30:37Z
oai:secundus.datadryad.org:10255/dryad.870,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-09-01T15:30:40Z
oai:secundus.datadryad.org:10255/dryad.888,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-10-01T10:19:28Z
oai:secundus.datadryad.org:10255/dryad.889,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-10-01T10:19:30Z
oai:secundus.datadryad.org:10255/dryad.890,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-10-01T10:19:30Z
oai:secundus.datadryad.org:10255/dryad.891,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-10-01T10:19:31Z
oai:secundus.datadryad.org:10255/dryad.892,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-10-01T10:19:31Z
oai:secundus.datadryad.org:10255/dryad.893,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-10-01T10:19:32Z
oai:secundus.datadryad.org:10255/dryad.887,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-10-01T10:19:34Z
oai:secundus.datadryad.org:10255/dryad.901,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-10-03T04:47:47Z
oai:secundus.datadryad.org:10255/dryad.902,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-03T04:47:50Z
oai:secundus.datadryad.org:10255/dryad.903,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-10-03T04:47:52Z
oai:secundus.datadryad.org:10255/dryad.904,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-10-03T04:47:55Z
oai:secundus.datadryad.org:10255/dryad.905,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-03T04:47:58Z
oai:secundus.datadryad.org:10255/dryad.900,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2009-10-03T04:48:02Z
oai:secundus.datadryad.org:10255/dryad.908,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2009-10-06T20:51:21Z
oai:secundus.datadryad.org:10255/dryad.910,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2009-10-08T19:56:57Z
oai:secundus.datadryad.org:10255/dryad.909,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-10-08T19:56:59Z
oai:secundus.datadryad.org:10255/dryad.921,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-09T17:59:43Z
oai:secundus.datadryad.org:10255/dryad.926,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-09T18:19:55Z
oai:secundus.datadryad.org:10255/dryad.929,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-09T18:28:38Z
oai:secundus.datadryad.org:10255/dryad.930,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-09T18:28:39Z
oai:secundus.datadryad.org:10255/dryad.934,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-10T02:12:05Z
oai:secundus.datadryad.org:10255/dryad.935,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-10T02:12:05Z
oai:secundus.datadryad.org:10255/dryad.936,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-10T02:12:06Z
oai:secundus.datadryad.org:10255/dryad.937,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-10T02:12:06Z
oai:secundus.datadryad.org:10255/dryad.933,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2009-10-10T02:12:08Z
oai:secundus.datadryad.org:10255/dryad.940,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-11T00:24:16Z
oai:secundus.datadryad.org:10255/dryad.941,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-11T00:24:16Z
oai:secundus.datadryad.org:10255/dryad.942,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-11T00:24:17Z
oai:secundus.datadryad.org:10255/dryad.943,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-10-11T00:24:17Z
