id,rdf:RDF,rdf:RDF/ow:Publication,rdf:RDF/ow:Publication/dc:creator,rdf:RDF/ow:Publication/dc:date,rdf:RDF/ow:Publication/dc:identifier,rdf:RDF/ow:Publication/dc:description,rdf:RDF/ow:Publication/dc:language,rdf:RDF/ow:Publication/dc:relation,rdf:RDF/ow:Publication/dc:title,rdf:RDF/ow:Publication/dc:type,rdf:RDF/ow:Publication/dc:contributor,rdf:RDF/ow:Publication/dc:source,rdf:RDF/ow:Publication/dc:rights,rdf:RDF/ow:Publication/dc:publisher,rdf:RDF/ow:Publication/dc:coverage,rdf:RDF/ow:Publication/dc:subject,date
oai:secundus.datadryad.org:10255/dryad.201,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2008-10-02T17:46:30Z
oai:secundus.datadryad.org:10255/dryad.202,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2008-10-02T17:55:32Z
oai:secundus.datadryad.org:10255/dryad.203,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2008-10-03T16:08:33Z
oai:secundus.datadryad.org:10255/dryad.204,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2008-10-03T16:12:49Z
oai:secundus.datadryad.org:10255/dryad.205,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2008-10-03T16:17:20Z
oai:secundus.datadryad.org:10255/dryad.206,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-10T17:57:35Z
oai:secundus.datadryad.org:10255/dryad.207,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-10T18:33:49Z
oai:secundus.datadryad.org:10255/dryad.208,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-10T18:40:05Z
oai:secundus.datadryad.org:10255/dryad.209,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-10T18:44:46Z
oai:secundus.datadryad.org:10255/dryad.210,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-16T17:44:38Z
oai:secundus.datadryad.org:10255/dryad.211,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-16T17:47:28Z
oai:secundus.datadryad.org:10255/dryad.212,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2008-10-16T17:50:36Z
oai:secundus.datadryad.org:10255/dryad.213,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T17:56:10Z
oai:secundus.datadryad.org:10255/dryad.214,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T17:58:12Z
oai:secundus.datadryad.org:10255/dryad.215,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T18:00:31Z
oai:secundus.datadryad.org:10255/dryad.216,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T18:02:06Z
oai:secundus.datadryad.org:10255/dryad.217,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T18:04:07Z
oai:secundus.datadryad.org:10255/dryad.218,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T18:07:00Z
oai:secundus.datadryad.org:10255/dryad.219,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T18:08:39Z
oai:secundus.datadryad.org:10255/dryad.220,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2008-10-16T18:12:05Z
oai:secundus.datadryad.org:10255/dryad.222,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2008-11-01T15:00:46Z
oai:secundus.datadryad.org:10255/dryad.223,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2008-11-01T15:28:25Z
oai:secundus.datadryad.org:10255/dryad.228,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-01-30T16:23:57Z
oai:secundus.datadryad.org:10255/dryad.229,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-01-30T16:24:06Z
oai:secundus.datadryad.org:10255/dryad.230,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-01-30T16:26:07Z
oai:secundus.datadryad.org:10255/dryad.231,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-01-30T16:28:32Z
oai:secundus.datadryad.org:10255/dryad.232,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-01-30T16:30:30Z
oai:secundus.datadryad.org:10255/dryad.233,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-01-30T16:41:08Z
oai:secundus.datadryad.org:10255/dryad.234,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,2009-02-04T23:35:24Z
oai:secundus.datadryad.org:10255/dryad.235,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,2009-02-04T23:35:32Z
oai:secundus.datadryad.org:10255/dryad.236,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T16:21:48Z
oai:secundus.datadryad.org:10255/dryad.238,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:00Z
oai:secundus.datadryad.org:10255/dryad.239,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:05Z
oai:secundus.datadryad.org:10255/dryad.240,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:09Z
oai:secundus.datadryad.org:10255/dryad.237,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:10:52Z
oai:secundus.datadryad.org:10255/dryad.241,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:13Z
oai:secundus.datadryad.org:10255/dryad.242,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:17Z
oai:secundus.datadryad.org:10255/dryad.243,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:24Z
oai:secundus.datadryad.org:10255/dryad.244,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:28Z
oai:secundus.datadryad.org:10255/dryad.245,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-05T17:11:32Z
oai:secundus.datadryad.org:10255/dryad.246,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T15:59:27Z
oai:secundus.datadryad.org:10255/dryad.247,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T15:59:30Z
oai:secundus.datadryad.org:10255/dryad.248,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,2009-02-06T15:59:33Z
oai:secundus.datadryad.org:10255/dryad.249,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T15:59:35Z
oai:secundus.datadryad.org:10255/dryad.250,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T15:59:38Z
oai:secundus.datadryad.org:10255/dryad.251,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T15:59:40Z
oai:secundus.datadryad.org:10255/dryad.252,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T15:59:42Z
oai:secundus.datadryad.org:10255/dryad.253,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T16:09:31Z
oai:secundus.datadryad.org:10255/dryad.254,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-02-06T16:09:33Z
oai:secundus.datadryad.org:10255/dryad.316,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-04-20T21:15:57Z
oai:secundus.datadryad.org:10255/dryad.315,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-04-20T21:15:59Z
oai:secundus.datadryad.org:10255/dryad.356,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-04-24T13:51:03Z
oai:secundus.datadryad.org:10255/dryad.355,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-04-24T13:51:06Z
oai:secundus.datadryad.org:10255/dryad.384,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-01T16:50:27Z
oai:secundus.datadryad.org:10255/dryad.385,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-01T16:50:29Z
oai:secundus.datadryad.org:10255/dryad.383,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-01T16:50:32Z
oai:secundus.datadryad.org:10255/dryad.390,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-04T17:40:11Z
oai:secundus.datadryad.org:10255/dryad.389,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-04T17:40:14Z
oai:secundus.datadryad.org:10255/dryad.394,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-06T19:17:46Z
oai:secundus.datadryad.org:10255/dryad.393,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-06T19:17:49Z
oai:secundus.datadryad.org:10255/dryad.398,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-08T17:35:17Z
oai:secundus.datadryad.org:10255/dryad.397,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-08T17:35:19Z
oai:secundus.datadryad.org:10255/dryad.402,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-09T20:37:44Z
oai:secundus.datadryad.org:10255/dryad.403,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-09T20:37:45Z
oai:secundus.datadryad.org:10255/dryad.404,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-09T20:37:46Z
oai:secundus.datadryad.org:10255/dryad.405,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-09T20:37:47Z
oai:secundus.datadryad.org:10255/dryad.401,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-09T20:37:48Z
oai:secundus.datadryad.org:10255/dryad.409,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-09T20:45:21Z
oai:secundus.datadryad.org:10255/dryad.408,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-09T20:45:23Z
oai:secundus.datadryad.org:10255/dryad.413,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-09T20:52:46Z
oai:secundus.datadryad.org:10255/dryad.412,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-09T20:52:48Z
oai:secundus.datadryad.org:10255/dryad.417,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:26Z
oai:secundus.datadryad.org:10255/dryad.418,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:27Z
oai:secundus.datadryad.org:10255/dryad.419,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:27Z
oai:secundus.datadryad.org:10255/dryad.420,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:28Z
oai:secundus.datadryad.org:10255/dryad.421,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:28Z
oai:secundus.datadryad.org:10255/dryad.422,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:29Z
oai:secundus.datadryad.org:10255/dryad.423,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-13T18:16:29Z
oai:secundus.datadryad.org:10255/dryad.416,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-13T18:16:31Z
oai:secundus.datadryad.org:10255/dryad.476,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-05-20T16:13:51Z
oai:secundus.datadryad.org:10255/dryad.477,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-05-20T16:13:51Z
oai:secundus.datadryad.org:10255/dryad.478,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-05-20T16:13:52Z
oai:secundus.datadryad.org:10255/dryad.479,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,2009-05-20T16:13:53Z
oai:secundus.datadryad.org:10255/dryad.475,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2009-05-20T16:13:54Z
oai:secundus.datadryad.org:10255/dryad.482,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-05-21T15:23:19Z
oai:secundus.datadryad.org:10255/dryad.481,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-05-21T15:23:21Z
oai:secundus.datadryad.org:10255/dryad.485,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-05-22T14:03:10Z
oai:secundus.datadryad.org:10255/dryad.484,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-05-22T14:03:13Z
oai:secundus.datadryad.org:10255/dryad.488,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-05-28T18:46:05Z
oai:secundus.datadryad.org:10255/dryad.487,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-05-28T18:46:07Z
oai:secundus.datadryad.org:10255/dryad.492,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-05T20:09:29Z
oai:secundus.datadryad.org:10255/dryad.491,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-05T20:09:31Z
oai:secundus.datadryad.org:10255/dryad.503,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-07T23:03:45Z
oai:secundus.datadryad.org:10255/dryad.502,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-07T23:03:47Z
oai:secundus.datadryad.org:10255/dryad.506,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-07T23:29:16Z
oai:secundus.datadryad.org:10255/dryad.507,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-07T23:29:17Z
oai:secundus.datadryad.org:10255/dryad.505,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-07T23:29:19Z
oai:secundus.datadryad.org:10255/dryad.510,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-07T23:47:27Z
oai:secundus.datadryad.org:10255/dryad.509,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-07T23:47:29Z
oai:secundus.datadryad.org:10255/dryad.513,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2009-06-10T19:52:39Z
oai:secundus.datadryad.org:10255/dryad.514,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2009-06-10T19:52:40Z
oai:secundus.datadryad.org:10255/dryad.515,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,2009-06-10T19:52:41Z
oai:secundus.datadryad.org:10255/dryad.516,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-06-10T19:52:41Z
oai:secundus.datadryad.org:10255/dryad.512,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-06-10T19:52:43Z
oai:secundus.datadryad.org:10255/dryad.518,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-12T18:45:15Z
oai:secundus.datadryad.org:10255/dryad.520,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-06-12T19:08:04Z
oai:secundus.datadryad.org:10255/dryad.519,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,2009-06-12T19:08:07Z
oai:secundus.datadryad.org:10255/dryad.522,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-12T19:22:48Z
oai:secundus.datadryad.org:10255/dryad.524,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-06-12T22:18:59Z
oai:secundus.datadryad.org:10255/dryad.523,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-12T22:19:01Z
oai:secundus.datadryad.org:10255/dryad.528,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-12T22:28:13Z
oai:secundus.datadryad.org:10255/dryad.527,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-12T22:28:17Z
oai:secundus.datadryad.org:10255/dryad.531,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-12T22:50:54Z
oai:secundus.datadryad.org:10255/dryad.530,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-12T22:50:57Z
oai:secundus.datadryad.org:10255/dryad.535,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-12T23:00:19Z
oai:secundus.datadryad.org:10255/dryad.534,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-12T23:00:22Z
oai:secundus.datadryad.org:10255/dryad.538,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,2009-06-12T23:18:58Z
oai:secundus.datadryad.org:10255/dryad.537,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,2009-06-12T23:19:01Z
oai:secundus.datadryad.org:10255/dryad.541,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-13T20:01:22Z
oai:secundus.datadryad.org:10255/dryad.542,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-13T20:01:23Z
oai:secundus.datadryad.org:10255/dryad.540,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-13T20:01:25Z
oai:secundus.datadryad.org:10255/dryad.545,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-13T20:33:06Z
oai:secundus.datadryad.org:10255/dryad.546,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-13T20:33:07Z
oai:secundus.datadryad.org:10255/dryad.549,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-13T21:19:08Z
oai:secundus.datadryad.org:10255/dryad.552,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-06-13T21:32:24Z
oai:secundus.datadryad.org:10255/dryad.551,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-13T21:32:27Z
oai:secundus.datadryad.org:10255/dryad.555,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-13T21:51:51Z
oai:secundus.datadryad.org:10255/dryad.559,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-15T21:22:01Z
oai:secundus.datadryad.org:10255/dryad.558,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-15T21:22:04Z
oai:secundus.datadryad.org:10255/dryad.562,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-15T21:28:37Z
oai:secundus.datadryad.org:10255/dryad.561,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-15T21:28:40Z
oai:secundus.datadryad.org:10255/dryad.565,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-06-16T20:11:05Z
oai:secundus.datadryad.org:10255/dryad.564,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-16T20:11:08Z
oai:secundus.datadryad.org:10255/dryad.569,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-06-16T20:26:11Z
oai:secundus.datadryad.org:10255/dryad.568,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,2009-06-16T20:26:14Z
oai:secundus.datadryad.org:10255/dryad.572,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-16T20:31:25Z
oai:secundus.datadryad.org:10255/dryad.571,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-16T20:31:28Z
oai:secundus.datadryad.org:10255/dryad.576,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:47:59Z
oai:secundus.datadryad.org:10255/dryad.577,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:48:00Z
oai:secundus.datadryad.org:10255/dryad.578,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:48:01Z
oai:secundus.datadryad.org:10255/dryad.579,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:48:01Z
oai:secundus.datadryad.org:10255/dryad.580,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:48:01Z
oai:secundus.datadryad.org:10255/dryad.581,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:48:02Z
oai:secundus.datadryad.org:10255/dryad.582,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:48:02Z
oai:secundus.datadryad.org:10255/dryad.575,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-17T19:48:05Z
oai:secundus.datadryad.org:10255/dryad.585,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:53:13Z
oai:secundus.datadryad.org:10255/dryad.584,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-17T19:53:16Z
oai:secundus.datadryad.org:10255/dryad.588,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T19:59:17Z
oai:secundus.datadryad.org:10255/dryad.587,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-17T19:59:20Z
oai:secundus.datadryad.org:10255/dryad.591,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-17T20:12:03Z
oai:secundus.datadryad.org:10255/dryad.590,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-17T20:12:07Z
oai:secundus.datadryad.org:10255/dryad.594,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-06-17T20:24:54Z
oai:secundus.datadryad.org:10255/dryad.593,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-17T20:24:57Z
oai:secundus.datadryad.org:10255/dryad.597,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-18T20:54:10Z
oai:secundus.datadryad.org:10255/dryad.596,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-18T20:54:14Z
oai:secundus.datadryad.org:10255/dryad.600,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-19T19:07:29Z
oai:secundus.datadryad.org:10255/dryad.601,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-19T19:07:29Z
oai:secundus.datadryad.org:10255/dryad.602,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-19T19:07:30Z
oai:secundus.datadryad.org:10255/dryad.603,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T20:55:54Z
oai:secundus.datadryad.org:10255/dryad.605,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T22:44:18Z
oai:secundus.datadryad.org:10255/dryad.604,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T22:44:22Z
oai:secundus.datadryad.org:10255/dryad.610,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:02:04Z
oai:secundus.datadryad.org:10255/dryad.609,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T23:02:07Z
oai:secundus.datadryad.org:10255/dryad.613,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:12:45Z
oai:secundus.datadryad.org:10255/dryad.612,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T23:12:49Z
oai:secundus.datadryad.org:10255/dryad.616,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:25:01Z
oai:secundus.datadryad.org:10255/dryad.615,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T23:25:08Z
oai:secundus.datadryad.org:10255/dryad.619,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:36:04Z
oai:secundus.datadryad.org:10255/dryad.620,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:36:05Z
oai:secundus.datadryad.org:10255/dryad.621,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:36:06Z
oai:secundus.datadryad.org:10255/dryad.618,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T23:36:09Z
oai:secundus.datadryad.org:10255/dryad.624,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-20T23:47:35Z
oai:secundus.datadryad.org:10255/dryad.623,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-20T23:47:39Z
oai:secundus.datadryad.org:10255/dryad.628,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-21T00:27:17Z
oai:secundus.datadryad.org:10255/dryad.627,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-21T00:27:20Z
oai:secundus.datadryad.org:10255/dryad.631,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-21T00:58:16Z
oai:secundus.datadryad.org:10255/dryad.632,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-21T00:58:17Z
oai:secundus.datadryad.org:10255/dryad.633,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-21T00:58:17Z
oai:secundus.datadryad.org:10255/dryad.634,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-21T00:58:17Z
oai:secundus.datadryad.org:10255/dryad.635,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-21T00:58:18Z
oai:secundus.datadryad.org:10255/dryad.630,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-21T00:58:21Z
oai:secundus.datadryad.org:10255/dryad.638,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-06-21T20:53:53Z
oai:secundus.datadryad.org:10255/dryad.639,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,2009-06-21T20:53:53Z
oai:secundus.datadryad.org:10255/dryad.637,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-21T20:53:57Z
oai:secundus.datadryad.org:10255/dryad.643,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,2009-06-21T21:43:05Z
oai:secundus.datadryad.org:10255/dryad.642,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-21T21:43:09Z
oai:secundus.datadryad.org:10255/dryad.647,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-22T21:16:09Z
oai:secundus.datadryad.org:10255/dryad.648,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-22T21:16:10Z
oai:secundus.datadryad.org:10255/dryad.646,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-22T21:16:14Z
oai:secundus.datadryad.org:10255/dryad.651,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-22T21:20:46Z
oai:secundus.datadryad.org:10255/dryad.650,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-22T21:20:52Z
oai:secundus.datadryad.org:10255/dryad.654,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-22T21:32:34Z
oai:secundus.datadryad.org:10255/dryad.653,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,2009-06-22T21:32:37Z
oai:secundus.datadryad.org:10255/dryad.657,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T01:28:08Z
oai:secundus.datadryad.org:10255/dryad.658,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,2009-06-23T01:28:09Z
